Preserve,Year,Month,Day,Start.Time,Plot,Species.Code,Julian.Date,Veg.Survey,Bison,Fire,Count_ID_Year,Observer,Region.Label,Count,Sample.ID,distbegin,distend,Effort,TSS,Obs
Kankakee,2020,6,22,557,K9,COYE,174,1,0,0,K9_2_2020,T,K9.2020,K9,2,75,100,6,45,T
Kankakee,2020,6,22,557,K9,HESP,174,1,0,0,K9_2_2020,T,K9.2020,K9,2,0,50,6,45,T
Kankakee,2020,6,22,557,K9,HESP,174,1,0,0,K9_2_2020,T,K9.2020,K9,2,75,100,6,45,T
Kankakee,2020,6,22,557,K9,RWBL,174,1,0,0,K9_2_2020,T,K9.2020,K9,2,75,100,6,45,T
Kankakee,2020,6,22,610,K20,HESP,174,1,0,0,K20_2_2020,T,K20.2020,K20,2,50,75,6,98,T
Kankakee,2020,6,22,610,K20,HESP,174,1,0,0,K20_2_2020,T,K20.2020,K20,2,75,100,6,98,T
Kankakee,2020,6,22,610,K20,EAME,174,1,0,0,K20_2_2020,T,K20.2020,K20,2,75,100,6,98,T
Kankakee,2020,6,22,610,K20,FISP,174,1,0,0,K20_2_2020,T,K20.2020,K20,2,75,100,6,98,T
Kankakee,2020,6,22,610,K20,RWBL,174,1,0,0,K20_2_2020,T,K20.2020,K20,2,50,75,6,98,T
Kankakee,2020,6,22,610,K20,RWBL,174,1,0,0,K20_2_2020,T,K20.2020,K20,2,50,75,6,98,T
Kankakee,2020,6,22,610,K20,RWBL,174,1,0,0,K20_2_2020,T,K20.2020,K20,2,50,75,6,98,T
Kankakee,2020,6,22,610,K20,RWBL,174,1,0,0,K20_2_2020,T,K20.2020,K20,2,50,75,6,98,T
Kankakee,2020,6,22,610,K20,RWBL,174,1,0,0,K20_2_2020,T,K20.2020,K20,2,50,75,6,98,T
Kankakee,2020,6,22,610,K20,RWBL,174,1,0,0,K20_2_2020,T,K20.2020,K20,2,75,100,6,98,T
Kankakee,2020,6,22,610,K20,COYE,174,1,0,0,K20_2_2020,T,K20.2020,K20,2,50,75,6,98,T
Kankakee,2020,6,22,610,K20,COYE,174,1,0,0,K20_2_2020,T,K20.2020,K20,2,75,100,6,98,T
Kankakee,2020,6,22,610,K20,NOMO,174,1,0,0,K20_2_2020,T,K20.2020,K20,2,75,100,6,98,T
Kankakee,2020,6,22,625,K8,DICK,174,1,0,0,K8_2_2020,T,K8.2020,K8,2,75,100,6,113,T
Kankakee,2020,6,22,625,K8,DICK,174,1,0,0,K8_2_2020,T,K8.2020,K8,2,75,100,6,113,T
Kankakee,2020,6,22,625,K8,EAME,174,1,0,0,K8_2_2020,T,K8.2020,K8,2,75,100,6,113,T
Kankakee,2020,6,22,625,K8,WIFL,174,1,0,0,K8_2_2020,T,K8.2020,K8,2,75,100,6,113,T
Kankakee,2020,6,22,625,K8,RWBL,174,1,0,0,K8_2_2020,T,K8.2020,K8,2,75,100,6,113,T
Kankakee,2020,6,22,625,K8,RWBL,174,1,0,0,K8_2_2020,T,K8.2020,K8,2,75,100,6,113,T
Kankakee,2020,6,22,625,K8,HESP,174,1,0,0,K8_2_2020,T,K8.2020,K8,2,75,100,6,113,T
Kankakee,2020,6,22,625,K8,COYE,174,1,0,0,K8_2_2020,T,K8.2020,K8,2,0,50,6,113,T
Kankakee,2020,6,22,625,K8,COYE,174,1,0,0,K8_2_2020,T,K8.2020,K8,2,75,100,6,113,T
Kankakee,2020,6,22,650,K51,HESP,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,0,50,6,138,T
Kankakee,2020,6,22,650,K51,HESP,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,50,75,6,138,T
Kankakee,2020,6,22,650,K51,DICK,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,0,50,6,138,T
Kankakee,2020,6,22,650,K51,DICK,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,0,50,6,138,T
Kankakee,2020,6,22,650,K51,DICK,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,75,100,6,138,T
Kankakee,2020,6,22,650,K51,FISP,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,0,50,6,138,T
Kankakee,2020,6,22,650,K51,COYE,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,0,50,6,138,T
Kankakee,2020,6,22,650,K51,RWBL,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,0,50,6,138,T
Kankakee,2020,6,22,650,K51,RWBL,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,0,50,6,138,T
Kankakee,2020,6,22,650,K51,RWBL,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,0,50,6,138,T
Kankakee,2020,6,22,650,K51,RWBL,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,0,50,6,138,T
Kankakee,2020,6,22,650,K51,RWBL,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,0,50,6,138,T
Kankakee,2020,6,22,650,K51,RWBL,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,0,50,6,138,T
Kankakee,2020,6,22,650,K51,GRSP,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,75,100,6,138,T
Kankakee,2020,6,22,650,K51,EAME,174,1,0,0,K51_2_2020,T,K51.2020,K51,2,75,100,6,138,T
Kankakee,2020,6,22,703,K52,DICK,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,0,50,6,191,T
Kankakee,2020,6,22,703,K52,DICK,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,75,100,6,191,T
Kankakee,2020,6,22,703,K52,COYE,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,75,100,6,191,T
Kankakee,2020,6,22,703,K52,COYE,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,75,100,6,191,T
Kankakee,2020,6,22,703,K52,INBU,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,75,100,6,191,T
Kankakee,2020,6,22,703,K52,HESP,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,50,75,6,191,T
Kankakee,2020,6,22,703,K52,RNPH,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,75,100,6,191,T
Kankakee,2020,6,22,703,K52,RWBL,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,0,50,6,191,T
Kankakee,2020,6,22,703,K52,RWBL,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,75,100,6,191,T
Kankakee,2020,6,22,703,K52,RWBL,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,75,100,6,191,T
Kankakee,2020,6,22,703,K52,RWBL,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,75,100,6,191,T
Kankakee,2020,6,22,703,K52,RWBL,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,75,100,6,191,T
Kankakee,2020,6,22,703,K52,RWBL,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,75,100,6,191,T
Kankakee,2020,6,22,703,K52,FISP,174,1,0,0,K52_2_2020,T,K52.2020,K52,2,75,100,6,191,T
Kankakee,2020,6,22,749,K72,RWBL,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,0,50,6,237,T
Kankakee,2020,6,22,749,K72,RWBL,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,0,50,6,237,T
Kankakee,2020,6,22,749,K72,RWBL,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,75,100,6,237,T
Kankakee,2020,6,22,749,K72,RWBL,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,75,100,6,237,T
Kankakee,2020,6,22,749,K72,HESP,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,75,100,6,237,T
Kankakee,2020,6,22,749,K72,SEWR,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,75,100,6,237,T
Kankakee,2020,6,22,749,K72,COYE,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,0,50,6,237,T
Kankakee,2020,6,22,749,K72,COYE,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,75,100,6,237,T
Kankakee,2020,6,22,749,K72,BHCO,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,50,75,6,237,T
Kankakee,2020,6,22,749,K72,BHCO,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,50,75,6,237,T
Kankakee,2020,6,22,749,K72,DICK,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,0,50,6,237,T
Kankakee,2020,6,22,749,K72,SOSP,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,0,50,6,237,T
Kankakee,2020,6,22,749,K72,SOSP,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,75,100,6,237,T
Kankakee,2020,6,22,749,K72,NOCA,174,1,0,0,K72_2_2020,T,K72.2020,K72,2,0,50,6,237,T
Kankakee,2020,6,22,809,K77,EAME,174,1,0,0,K77_2_2020,T,K77.2020,K77,2,75,100,6,297,T
Kankakee,2020,6,22,809,K77,COYE,174,1,0,0,K77_2_2020,T,K77.2020,K77,2,0,50,6,297,T
Kankakee,2020,6,22,809,K77,COYE,174,1,0,0,K77_2_2020,T,K77.2020,K77,2,0,50,6,297,T
Kankakee,2020,6,22,809,K77,COYE,174,1,0,0,K77_2_2020,T,K77.2020,K77,2,75,100,6,297,T
Kankakee,2020,6,22,809,K77,DICK,174,1,0,0,K77_2_2020,T,K77.2020,K77,2,50,75,6,297,T
Kankakee,2020,6,22,809,K77,HESP,174,1,0,0,K77_2_2020,T,K77.2020,K77,2,0,50,6,297,T
Kankakee,2020,6,22,809,K77,HESP,174,1,0,0,K77_2_2020,T,K77.2020,K77,2,75,100,6,297,T
Kankakee,2020,6,23,608,K47,HESP,175,1,1,0,K47_2_2020,T,K47.2020,K47,2,0,50,6,95,T
Kankakee,2020,6,23,608,K47,HESP,175,1,1,0,K47_2_2020,T,K47.2020,K47,2,0,50,6,95,T
Kankakee,2020,6,23,608,K47,HESP,175,1,1,0,K47_2_2020,T,K47.2020,K47,2,75,100,6,95,T
Kankakee,2020,6,23,608,K47,EAME,175,1,1,0,K47_2_2020,T,K47.2020,K47,2,75,100,6,95,T
Kankakee,2020,6,23,608,K47,COYE,175,1,1,0,K47_2_2020,T,K47.2020,K47,2,75,100,6,95,T
Kankakee,2020,6,23,608,K47,DICK,175,1,1,0,K47_2_2020,T,K47.2020,K47,2,0,50,6,95,T
Kankakee,2020,6,23,608,K47,DICK,175,1,1,0,K47_2_2020,T,K47.2020,K47,2,50,75,6,95,T
Kankakee,2020,6,23,608,K47,DICK,175,1,1,0,K47_2_2020,T,K47.2020,K47,2,75,100,6,95,T
Kankakee,2020,6,23,617,K57,DICK,175,1,1,0,K57_2_2020,T,K57.2020,K57,2,0,50,6,104,T
Kankakee,2020,6,23,617,K57,DICK,175,1,1,0,K57_2_2020,T,K57.2020,K57,2,75,100,6,104,T
Kankakee,2020,6,23,617,K57,DICK,175,1,1,0,K57_2_2020,T,K57.2020,K57,2,75,100,6,104,T
Kankakee,2020,6,23,617,K57,GRSP,175,1,1,0,K57_2_2020,T,K57.2020,K57,2,0,50,6,104,T
Kankakee,2020,6,23,617,K57,GRSP,175,1,1,0,K57_2_2020,T,K57.2020,K57,2,75,100,6,104,T
Kankakee,2020,6,23,617,K57,GRSP,175,1,1,0,K57_2_2020,T,K57.2020,K57,2,75,100,6,104,T
Kankakee,2020,6,23,617,K57,INBU,175,1,1,0,K57_2_2020,T,K57.2020,K57,2,50,75,6,104,T
Kankakee,2020,6,23,617,K57,HESP,175,1,1,0,K57_2_2020,T,K57.2020,K57,2,50,75,6,104,T
Kankakee,2020,6,23,617,K57,HESP,175,1,1,0,K57_2_2020,T,K57.2020,K57,2,75,100,6,104,T
Kankakee,2020,6,23,617,K57,COYE,175,1,1,0,K57_2_2020,T,K57.2020,K57,2,50,75,6,104,T
Kankakee,2020,6,23,628,K56,HESP,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,0,50,6,115,T
Kankakee,2020,6,23,628,K56,HESP,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,50,75,6,115,T
Kankakee,2020,6,23,628,K56,HESP,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,75,100,6,115,T
Kankakee,2020,6,23,628,K56,HESP,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,75,100,6,115,T
Kankakee,2020,6,23,628,K56,GRSP,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,75,100,6,115,T
Kankakee,2020,6,23,628,K56,RWBL,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,75,100,6,115,T
Kankakee,2020,6,23,628,K56,RWBL,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,75,100,6,115,T
Kankakee,2020,6,23,628,K56,RWBL,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,75,100,6,115,T
Kankakee,2020,6,23,628,K56,DICK,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,0,50,6,115,T
Kankakee,2020,6,23,628,K56,DICK,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,75,100,6,115,T
Kankakee,2020,6,23,628,K56,DICK,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,75,100,6,115,T
Kankakee,2020,6,23,628,K56,COYE,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,0,50,6,115,T
Kankakee,2020,6,23,628,K56,COYE,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,75,100,6,115,T
Kankakee,2020,6,23,628,K56,COYE,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,75,100,6,115,T
Kankakee,2020,6,23,628,K56,EAME,175,1,1,0,K56_2_2020,T,K56.2020,K56,2,75,100,6,115,T
Kankakee,2020,6,23,640,K48,HESP,175,1,1,0,K48_2_2020,T,K48.2020,K48,2,0,50,6,127,T
Kankakee,2020,6,23,640,K48,HESP,175,1,1,0,K48_2_2020,T,K48.2020,K48,2,0,50,6,127,T
Kankakee,2020,6,23,640,K48,HESP,175,1,1,0,K48_2_2020,T,K48.2020,K48,2,75,100,6,127,T
Kankakee,2020,6,23,640,K48,RWBL,175,1,1,0,K48_2_2020,T,K48.2020,K48,2,75,100,6,127,T
Kankakee,2020,6,23,640,K48,COYE,175,1,1,0,K48_2_2020,T,K48.2020,K48,2,75,100,6,127,T
Kankakee,2020,6,23,640,K48,COYE,175,1,1,0,K48_2_2020,T,K48.2020,K48,2,75,100,6,127,T
Kankakee,2020,6,23,640,K48,DICK,175,1,1,0,K48_2_2020,T,K48.2020,K48,2,75,100,6,127,T
Kankakee,2020,6,23,640,K48,DICK,175,1,1,0,K48_2_2020,T,K48.2020,K48,2,75,100,6,127,T
Kankakee,2020,6,23,640,K48,DICK,175,1,1,0,K48_2_2020,T,K48.2020,K48,2,75,100,6,127,T
Kankakee,2020,6,23,640,K48,EAME,175,1,1,0,K48_2_2020,T,K48.2020,K48,2,75,100,6,127,T
Kankakee,2020,6,23,654,K34,EAME,175,1,1,0,K34_2_2020,T,K34.2020,K34,2,50,75,6,141,T
Kankakee,2020,6,23,654,K34,EAME,175,1,1,0,K34_2_2020,T,K34.2020,K34,2,50,75,6,141,T
Kankakee,2020,6,23,654,K34,FISP,175,1,1,0,K34_2_2020,T,K34.2020,K34,2,0,50,6,141,T
Kankakee,2020,6,23,654,K34,FISP,175,1,1,0,K34_2_2020,T,K34.2020,K34,2,0,50,6,141,T
Kankakee,2020,6,23,654,K34,DICK,175,1,1,0,K34_2_2020,T,K34.2020,K34,2,75,100,6,141,T
Kankakee,2020,6,23,654,K34,DICK,175,1,1,0,K34_2_2020,T,K34.2020,K34,2,75,100,6,141,T
Kankakee,2020,6,23,654,K34,HESP,175,1,1,0,K34_2_2020,T,K34.2020,K34,2,75,100,6,141,T
Kankakee,2020,6,23,654,K34,RWBL,175,1,1,0,K34_2_2020,T,K34.2020,K34,2,75,100,6,141,T
Kankakee,2020,6,23,654,K34,COYE,175,1,1,0,K34_2_2020,T,K34.2020,K34,2,75,100,6,141,T
Kankakee,2020,6,23,654,K34,COYE,175,1,1,0,K34_2_2020,T,K34.2020,K34,2,75,100,6,141,T
Kankakee,2020,6,23,708,K24,FISP,175,1,1,0,K24_2_2020,T,K24.2020,K24,2,0,50,6,195,T
Kankakee,2020,6,23,708,K24,FISP,175,1,1,0,K24_2_2020,T,K24.2020,K24,2,75,100,6,195,T
Kankakee,2020,6,23,708,K24,COYE,175,1,1,0,K24_2_2020,T,K24.2020,K24,2,75,100,6,195,T
Kankakee,2020,6,23,708,K24,COYE,175,1,1,0,K24_2_2020,T,K24.2020,K24,2,75,100,6,195,T
Kankakee,2020,6,23,708,K24,RWBL,175,1,1,0,K24_2_2020,T,K24.2020,K24,2,0,50,6,195,T
Kankakee,2020,6,23,708,K24,RWBL,175,1,1,0,K24_2_2020,T,K24.2020,K24,2,0,50,6,195,T
Kankakee,2020,6,23,708,K24,HESP,175,1,1,0,K24_2_2020,T,K24.2020,K24,2,75,100,6,195,T
Kankakee,2020,6,23,708,K24,HESP,175,1,1,0,K24_2_2020,T,K24.2020,K24,2,75,100,6,195,T
Kankakee,2020,6,23,724,K2,COYE,175,1,1,0,K2_2_2020,T,K2.2020,K2,2,75,100,6,211,T
Kankakee,2020,6,23,724,K2,COYE,175,1,1,0,K2_2_2020,T,K2.2020,K2,2,75,100,6,211,T
Kankakee,2020,6,23,724,K2,EAME,175,1,1,0,K2_2_2020,T,K2.2020,K2,2,75,100,6,211,T
Kankakee,2020,6,23,724,K2,NOBO,175,1,1,0,K2_2_2020,T,K2.2020,K2,2,75,100,6,211,T
Kankakee,2020,6,23,724,K2,SAVS,175,1,1,0,K2_2_2020,T,K2.2020,K2,2,75,100,6,211,T
Kankakee,2020,6,23,724,K2,DICK,175,1,1,0,K2_2_2020,T,K2.2020,K2,2,50,75,6,211,T
Kankakee,2020,6,23,724,K2,DICK,175,1,1,0,K2_2_2020,T,K2.2020,K2,2,50,75,6,211,T
Kankakee,2020,6,23,724,K2,DICK,175,1,1,0,K2_2_2020,T,K2.2020,K2,2,75,100,6,211,T
Kankakee,2020,6,23,724,K2,DICK,175,1,1,0,K2_2_2020,T,K2.2020,K2,2,75,100,6,211,T
Kankakee,2020,6,23,724,K2,AMRO,175,1,1,0,K2_2_2020,T,K2.2020,K2,2,75,100,6,211,T
Kankakee,2020,6,23,724,K2,SOSP,175,1,1,0,K2_2_2020,T,K2.2020,K2,2,75,100,6,211,T
Kankakee,2020,6,24,606,K34,NOBO,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,606,K34,DICK,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,606,K34,DICK,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,606,K34,DICK,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,606,K34,DICK,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,606,K34,BEVI,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,606,K34,HESP,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,0,50,6,93,T
Kankakee,2020,6,24,606,K34,HESP,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,606,K34,HESP,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,606,K34,COYE,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,0,50,6,93,T
Kankakee,2020,6,24,606,K34,COYE,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,606,K34,RNPH,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,606,K34,EAME,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,0,50,6,93,T
Kankakee,2020,6,24,606,K34,EAME,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,606,K34,RWBL,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,606,K34,RWBL,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,606,K34,SOSP,176,2,1,0,K34_3_2020,T,K34.2020,K34,3,75,100,6,93,T
Kankakee,2020,6,24,617,K24,AMRO,176,2,1,0,K24_3_2020,T,K24.2020,K24,3,75,100,6,104,T
Kankakee,2020,6,24,617,K24,HESP,176,2,1,0,K24_3_2020,T,K24.2020,K24,3,75,100,6,104,T
Kankakee,2020,6,24,617,K24,SOSP,176,2,1,0,K24_3_2020,T,K24.2020,K24,3,75,100,6,104,T
Kankakee,2020,6,24,617,K24,DICK,176,2,1,0,K24_3_2020,T,K24.2020,K24,3,75,100,6,104,T
Kankakee,2020,6,24,617,K24,COYE,176,2,1,0,K24_3_2020,T,K24.2020,K24,3,0,50,6,104,T
Kankakee,2020,6,24,617,K24,COYE,176,2,1,0,K24_3_2020,T,K24.2020,K24,3,0,50,6,104,T
Kankakee,2020,6,24,617,K24,COYE,176,2,1,0,K24_3_2020,T,K24.2020,K24,3,50,75,6,104,T
Kankakee,2020,6,24,617,K24,FISP,176,2,1,0,K24_3_2020,T,K24.2020,K24,3,0,50,6,104,T
Kankakee,2020,6,24,617,K24,RWBL,176,2,1,0,K24_3_2020,T,K24.2020,K24,3,75,100,6,104,T
Kankakee,2020,6,24,617,K24,WIFL,176,2,1,0,K24_3_2020,T,K24.2020,K24,3,75,100,6,104,T
